t,accel_cmd,steer_cmd,x,y,theta,v,delta,a
23.4,0.6,-0.0881677878439,2.88677057579,34.8659918459,0.62616669004,2.93,-0.0943980586575,0.6
23.45,0.6,-0.0816958552523,3.00547658708,34.9518471479,0.620986628206,2.96,-0.0881677878439,0.6
23.5,0.6,-0.075,3.12584569673,35.0379591531,0.616139445063,2.99,-0.0816958552523,0.6
23.55,0.6,-0.0680985749609,3.24785496462,35.1243535311,0.611646016724,3.02,-0.075,0.6
23.6,0.6,-0.0610104964614,3.37147926236,35.2110601226,0.607526492845,3.05,-0.0680985749609,0.6
23.65,0.6,-0.0537551924318,3.49669129372,35.298112964,0.603800228012,3.08,-0.0610104964614,0.6
23.7,0.6,-0.0463525491562,3.62346161283,35.3855502913,0.600485714981,3.11,-0.0537551924318,0.6
23.75,0.6,-0.0388228567654,3.75175863911,35.473414522,0.59760051979,3.14,-0.0463525491562,0.6
23.8,0.6,-0.0311867536227,3.88154866863,35.5617522163,0.595161218746,3.17,-0.0388228567654,0.6
23.85,0.6,-0.023465169756,4.01279588121,35.6506140146,0.593183337286,3.2,-0.0311867536227,0.6
23.9,0.6,-0.0156792694901,4.14546234315,35.7400545528,0.591681290729,3.23,-0.023465169756,0.6
23.95,0.6,-0.00785039343644,4.27950800537,35.830132355,0.59066832691,3.26,-0.0156792694901,0.6
24,0,0,4.41489069736,35.9209097019,0.590156470743,3.29,-0.00785039343644,0.6
