t,v_closed,a_cmd_closed,throttle_closed,brake_closed,v_open
14.4,8.99963502318,0.000401474497379,0.631193958113,0,7.9100071533
14.45,8.99964569978,0.000389730241015,0.63119329452,0,7.9100071533
14.5,8.99965606133,0.00037833253195,0.631192650999,0,7.9100071533
14.55,8.9996661173,0.000367270969677,0.63119202692,0,7.9100071533
14.6,8.99967587684,0.000356535475924,0.631191421672,0,7.9100071533
14.65,8.99968534883,0.000346116284095,0.631190834666,0,7.9100071533
14.7,8.99969454188,0.000336003929094,0.631190265333,0,7.9100071533
14.75,8.99970346433,0.000326189237504,0.631189713122,0,7.9100071533
14.8,8.99971212426,0.000316663318119,0.6311891775,0,7.9100071533
14.85,8.9997205295,0.000307417552807,0.631188657953,0,7.9100071533
14.9,8.99972868765,0.000298443587692,0.631188153983,0,7.9100071533
14.95,8.99973660607,0.000289733324657,0.631187665108,0,7.9100071533
15,8.9997442919,0.000281278913122,0.631187190861,0,7.9100071533
15.05,8.99975175205,0.000273072742127,0.631186730793,0,7.9100071533
15.1,8.99975899324,0.000265107432676,0.631186284466,0,7.9100071533
15.15,8.99976602197,0.00025737583035,0.63118585146,0,7.9100071533
15.2,8.99977284455,0.000249870998172,0.631185431365,0,7.9100071533
15.25,8.99977946708,0.000242586209712,0.631185023786,0,7.9100071533
15.3,8.99978589551,0.000235514942437,0.631184628341,0,7.9100071533
15.35,8.99979213557,0.00022865087127,0.631184244659,0,7.9100071533
15.4,8.99979819285,0.000221987862381,0.631183872382,0,7.9100071533
15.45,8.99980407276,0.000215519967177,0.631183511163,0,7.9100071533
15.5,8.99980978053,0.000209241416503,0.631183160666,0,7.9100071533
15.55,8.99981532126,0.000203146615026,0.631182820565,0,7.9100071533
15.6,8.99982069988,0.000197230135813,0.631182490544,0,7.9100071533
15.65,8.99982592117,0.000191486715087,0.6311821703,0,7.9100071533
15.7,8.99983098978,0.000185911247153,0.631181859536,0,7.9100071533
15.75,8.9998359102,0.000180498779498,0.631181557967,0,7.9100071533
15.8,8.99984068681,0.000175244508045,0.631181265314,0,7.9100071533
15.85,8.99984532384,0.000170143772564,0.631180981309,0,7.9100071533
15.9,8.99984982541,0.000165192052241,0.631180705692,0,7.9100071533
15.95,8.99985419549,0.000160384961375,0.63118043821,0,7.9100071533
16,8.99985843796,0.000155718245231,0.63118017862,0,7.9100071533
16.05,8.99986255657,0.000151187776012,0.631179926685,0,7.9100071533
16.1,8.99986655496,0.00014678954898,0.631179682174,0,7.9100071533
16.15,8.99987043666,0.000142519678682,0.631179444867,0,7.9100071533
16.2,8.9998742051,0.000138374395306,0.631179214547,0,7.9100071533
16.25,8.9998778636,0.000134350041155,0.631178991005,0,7.9100071533
16.3,8.99988141539,0.000130443067231,0.63117877404,0,7.9100071533
16.35,8.99988486361,0.000126650029929,0.631178563454,0,7.9100071533
16.4,8.99988821128,0.000122967587836,0.631178359058,0,7.9100071533
16.45,8.99989146136,0.000119392498628,0.631178160668,0,7.9100071533
16.5,8.99989461671,0.000115921616067,0.631177968104,0,7.9100071533
16.55,8.9998976801,0.000112551887102,0.631177781194,0,7.9100071533
16.6,8.99990065423,0.00010928034904,0.631177599769,0,7.9100071533
16.65,8.9999035417,0.000106104126827,0.631177423666,0,7.9100071533
16.7,8.99990634506,0.000103020430401,0.631177252728,0,7.9100071533
16.75,8.99990906677,0.000100026552136,0.631177086801,0,7.9100071533
16.8,8.99991170921,9.71198643592e-05,0.631176925737,0,7.9100071533
16.85,8.99991427471,9.42978169453e-05,0.631176769392,0,7.9100071533
16.9,8.99991676551,9.15579349972e-05,0.631176617626,0,7.9100071533
16.95,8.9999191838,8.88978165811e-05,0.631176470304,0,7.9100071533
17,8.9999215317,8.63151305431e-05,0.631176327294,0,7.9100071533
17.05,8.99992381126,8.38076143923e-05,0.631176188469,0,7.9100071533
17.1,8.99992602448,8.13730722456e-05,0.631176053706,0,7.9100071533
17.15,8.9999281733,7.90093728384e-05,0.631175922884,0,7.9100071533
17.2,8.99993025959,7.6714447594e-05,0.631175795887,0,7.9100071533
17.25,8.99993228519,7.4486288754e-05,0.631175672602,0,7.9100071533
17.3,8.99993425187,7.23229475684e-05,0.631175552921,0,7.9100071533
17.35,8.99993616133,7.02225325371e-05,0.631175436737,0,7.9100071533
17.4,8.99993801527,6.81832077046e-05,0.631175323946,0,7.9100071533
17.45,8.99993981528,6.620319101e-05,0.63117521445,0,7.9100071533
17.5,8.99994156295,6.42807526873e-05,0.631175108151,0,7.9100071533
17.55,8.99994325981,6.24142137079e-05,0.631175004955,0,7.9100071533
17.6,8.99994490732,6.06019442799e-05,0.631174904772,0,7.9100071533
17.65,8.99994650694,5.88423623864e-05,0.631174807511,0,7.9100071533
17.7,8.99994806006,5.71339323729e-05,0.631174713089,0,7.9100071533
17.75,8.99994956803,5.54751635679e-05,0.631174621421,0,7.9100071533
17.8,8.99995103217,5.38646089598e-05,0.631174532426,0,7.9100071533
17.85,8.99995245376,5.23008638996e-05,0.631174446027,0,7.9100071533
17.9,8.99995383403,5.07825648503e-05,0.631174362146,0,7.9100071533
17.95,8.99995517419,4.93083881754e-05,0.631174280711,0,7.9100071533
18,8.99995647541,4.78770489567e-05,0.631174201649,0,7.9100071533
18.05,8.99995773882,4.64872998553e-05,0.631174124892,0,7.9100071533
18.1,8.99995896552,4.51379299996e-05,0.631174050371,0,7.9100071533
18.15,8.99996015658,4.38277639146e-05,0.631173978021,0,7.9100071533
18.2,8.99996131304,4.25556604766e-05,0.631173907778,0,7.9100071533
18.25,8.9999624359,4.13205118987e-05,0.631173839581,0,7.9100071533
18.3,8.99996352614,4.01212427562e-05,0.631173773371,0,7.9100071533
18.35,8.99996458472,3.8956809029e-05,0.631173709088,0,7.9100071533
18.4,8.99996561255,3.78261971811e-05,0.631173646677,0,7.9100071533
18.45,8.99996661052,3.6728423262e-05,0.631173586082,0,7.9100071533
18.5,8.99996757952,3.56625320372e-05,0.631173527251,0,7.9100071533
18.55,8.99996852037,3.46275961494e-05,0.631173470133,0,7.9100071533
18.6,8.9999694339,3.36227152948e-05,0.631173414677,0,7.9100071533
18.65,8.9999703209,3.2647015429e-05,0.631173360834,0,7.9100071533
18.7,8.99997118214,3.16996480015e-05,0.631173308558,0,7.9100071533
18.75,8.99997201837,3.07797892031e-05,0.631173257803,0,7.9100071533
18.8,8.99997283033,2.98866392432e-05,0.631173208524,0,7.9100071533
18.85,8.99997361871,2.90194216424e-05,0.631173160679,0,7.9100071533
18.9,8.9999743842,2.81773825542e-05,0.631173114225,0,7.9100071533
18.95,8.99997512746,2.7359790097e-05,0.631173069122,0,7.9100071533
19,8.99997584915,2.6565933717e-05,0.63117302533,0,7.9100071533
19.05,8.99997654989,2.57951235573e-05,0.631172982812,0,7.9100071533
19.1,8.99997723028,2.50466898576e-05,0.63117294153,0,7.9100071533
19.15,8.99997789093,2.43199823624e-05,0.631172901449,0,7.9100071533
19.2,8.99997853239,2.36143697522e-05,0.631172862532,0,7.9100071533
19.25,8.99997915524,2.29292390891e-05,0.631172824746,0,7.9100071533
19.3,8.99997976,2.22639952806e-05,0.631172788059,0,7.9100071533
19.35,8.99998034722,2.16180605586e-05,0.631172752438,0,7.9100071533
19.4,8.99998091739,2.09908739668e-05,0.631172717853,0,7.9100071533
19.45,8.99998147101,2.03818908808e-05,0.631172684272,0,7.9100071533
19.5,8.99998200856,1.97905825189e-05,0.631172651667,0,7.9100071533
19.55,8.99998253051,1.92164354891e-05,0.63117262001,0,7.9100071533
19.6,8.99998303732,1.86589513357e-05,0.631172589272,0,7.9100071533
19.65,8.99998352941,1.81176461036e-05,0.631172559427,0,7.9100071533
19.7,8.99998400723,1.75920499142e-05,0.63117253045,0,7.9100071533
19.75,8.99998447118,1.70817065573e-05,0.631172502314,0,7.9100071533
19.8,8.99998492166,1.65861730881e-05,0.631172474995,0,7.9100071533
19.85,8.99998535907,1.61050194446e-05,0.63117244847,0,7.9100071533
19.9,8.99998578379,1.56378280684e-05,0.631172422715,0,7.9100071533
19.95,8.99998619619,1.5184193547e-05,0.631172397709,0,7.9100071533
20,8.99998659662,1.47437222486e-05,0.631172373428,0,7.9100071533
20.05,8.99998698543,1.4316031988e-05,0.631172349853,0,7.9100071533
20.1,8.99998736295,1.39007516882e-05,0.631172326963,0,7.9100071533
